Name,Inspire link,Institution,Status,Timestamp
J. Elias. Miro,http://inspirehep.net/search?p=exactauthor%3AJ.Elias.Miro.1+,DESY,Offered,2014-12-14 00:00:00
J. Harz,http://inspirehep.net/search?p=exactauthor%3AJ.Harz.1+,Institut Lagrange de Paris,"Lagrange Fellowship, Offered",2014-12-14 00:00:00
J. Elias. Miro,http://inspirehep.net/search?p=exactauthor%3AJ.Elias.Miro.1+,IPPP Durham,Offered,2014-12-14 00:00:00
N. R. Shah,http://inspirehep.net/search?p=exactauthor%3AN.R.Shah.3+,"U. of Pittsburgh, PITT-PACC",Offered,2014-12-14 00:00:00
K. Saikawa,http://inspirehep.net/search?p=exactauthor%3AK.Saikawa.1+,DESY,Offered,2014-12-13 00:00:00
V. G. Gorbenko,http://inspirehep.net/search?p=exactauthor%3AV.G.Gorbenko.2+,UC Berkeley,Offered,2014-12-13 00:00:00
H. X. Zhu,http://inspirehep.net/search?p=exactauthor%3AH.X.Zhu.1+,DESY,Offered,2014-12-12 00:00:00
F. Pena. Benitez,inspirehep.net/search?p=exactauthor%3AF.Pena.Benitez.1+,"INFN, Perugia / U. of Perugia",Offered,2014-12-11 00:00:00
R. Sato,http://inspirehep.net/search?p=exactauthor%3AR.Sato.3+,"INFN, Naples",Offered,2014-12-08 00:00:00
W. Peelaers,http://inspirehep.net/search?p=exactauthor%3AW.Peelaers.1+,"Rutgers, NHETC",Offered,2014-12-07 00:00:00
A. Bernamonti,http://inspirehep.net/search?p=exactauthor%3AA.Bernamonti.1+,CERN,Offered,2014-11-14 00:00:00
T. Kalaydzhyan,http://inspirehep.net/search?p=exactauthor%3AT.Kalaydzhyan.1+,NASA JPL/Caltech,Accepted,2016-09-16 00:00:00
A. Das,http://inspirehep.net/search?p=exactauthor%3AA.Das.1+,"HRI, Allahabad, India",Declined,2016-04-25 00:00:00
A. Das,http://inspirehep.net/search?p=exactauthor%3AA.Das.1+,"Korea Neutrino Research Center (SNU, KIAS)",Accepted,2016-04-25 00:00:00
H. Serodio,http://inspirehep.net/search?p=exactauthor%3AH.Serodio.1+,Sichuan U.,Declined,2016-04-14 00:00:00
T. Jung,http://inspirehep.net/search?p=exactauthor%3AT.Jung.2+,"IBS CTPU, Korea",Accepted,2016-03-29 00:00:00
P. deNiverville,http://inspirehep.net/search?p=exactauthor%3AP.deNiverville.1+,"IBS CTPU, Korea",Accepted,2016-03-29 00:00:00
M. Raveri,http://inspirehep.net/search?p=exactauthor%3AM.Raveri.1+,U. of Chicago,Accepted,2016-03-24 00:00:00
Ciaran. Hughes,http://inspirehep.net/search?p=exactauthor%3ACiaran.Hughes.1+,Fermilab,Accepted,2016-02-29 00:00:00
R. da. Costa. Santos,http://inspirehep.net/search?p=exactauthor%3AR.da.Costa.Santos.1+,U. of Cape Town,Accepted,2016-02-26 00:00:00
C. S. Shin,http://inspirehep.net/search?p=exactauthor%3AC.S.Shin.1+,"APCTP, Korea","JRG leader, 5-year, Offered",2016-02-17 00:00:00
J. W. Meyer,http://inspirehep.net/search?p=exactauthor%3AJ.W.Meyer.1+,LMU Munich,Offered,2016-02-15 00:00:00
K. Inbasekar,http://inspirehep.net/search?p=exactauthor%3AK.Inbasekar.1+,"Zhejiang U., Hangzhou",Declined,2016-02-13 00:00:00
N. Aghaei,http://inspirehep.net/search?p=exactauthor%3AN.Aghaei.1+,Bern,Accepted,2016-02-11 00:00:00
S. Litsey,http://inspirehep.net/search?p=exactauthor%3AS.Litsey.1+,"Zhejiang U., Hangzhou",Declined,2016-02-09 00:00:00
P. De. lange,http://inspirehep.net/search?p=exactauthor%3AP.De.lange.1+,U. of Kentucky,Accepted,2016-02-06 00:00:00
A. Veliz. Osorio,http://inspirehep.net/search?p=exactauthor%3AA.Veliz.Osorio.1+,"Jagiellonian U., Krakow",Offered,2016-02-05 00:00:00
A. Veliz. Osorio,http://inspirehep.net/search?p=exactauthor%3AA.Veliz.Osorio.1+,"Tata Institute for Fundamental Research, Mumbai",Offered,2016-02-05 00:00:00
D. Forcella,http://inspirehep.net/search?p=exactauthor%3AD.Forcella.1+,Tel Aviv U.,Declined,2016-02-05 00:00:00
V. Takhistov,http://inspirehep.net/search?p=exactauthor%3AV.Takhistov.1+,UCLA,Accepted,2016-02-03 00:00:00
G. P. Kadam,http://inspirehep.net/search?p=exactauthor%3AG.P.Kadam.1+,"Tata Institute for Fundamental Research, Mumbai",Offered,2016-02-01 00:00:00
M. Masud,http://inspirehep.net/search?p=exactauthor%3AM.Masud.1+,"IFIC, Valencia",Accepted,2016-01-30 00:00:00
P. Vasko,http://inspirehep.net/search?p=exactauthor%3AP.Vasko.1+,U. of Warsaw,Accepted,2016-01-29 00:00:00
B. Bhattacharya,http://inspirehep.net/search?p=exactauthor%3AB.Bhattacharya.1+,Wayne State U.,Accepted,2016-01-29 00:00:00
Yu. Gao,http://inspirehep.net/search?p=exactauthor%3AYu.Gao.1+,Wayne State U.,Accepted,2016-01-29 00:00:00
E. Vescovi,http://inspirehep.net/search?p=exactauthor%3AE.Vescovi.1+,"IBS CTPU, Korea",Declined,2016-01-28 00:00:00
E. Vescovi,http://inspirehep.net/search?p=exactauthor%3AE.Vescovi.1+,"IPT-CAS, Beijing",Declined,2016-01-28 00:00:00
E. Vescovi,http://inspirehep.net/search?p=exactauthor%3AE.Vescovi.1+,"NCTS, National Taiwan U.",Declined,2016-01-28 00:00:00
A. Bourget,http://inspirehep.net/search?p=exactauthor%3AA.Bourget.1+,U. of Oviedo,Accepted,2016-01-28 00:00:00
G. Grilli. di. Cortona,http://inspirehep.net/search?p=exactauthor%3AG.Grilli.di.Cortona.1+,U. of Ṣo Paulo,Offered,2016-01-28 00:00:00
G. Grilli. di. Cortona,http://inspirehep.net/search?p=exactauthor%3AG.Grilli.di.Cortona.1+,"Korea U., Seoul",Offered,2016-01-26 00:00:00
S. Mondal,http://inspirehep.net/search?p=exactauthor%3AS.Mondal.6+,"LPTHE, Paris",Offered,2016-01-26 00:00:00
S. Mondal,http://inspirehep.net/search?p=exactauthor%3AS.Mondal.6+,"Tata Institute for Fundamental Research, Mumbai",Offered,2016-01-26 00:00:00
M. Chakraborti,http://inspirehep.net/search?p=exactauthor%3AM.Chakraborti.1+,Bonn U.,Offered,2016-01-25 00:00:00
P. Masjuan,http://inspirehep.net/search?p=exactauthor%3AP.Masjuan.1+,"Charles U., Prague",Offered,2016-01-25 00:00:00
J. D. Qualls,http://inspirehep.net/search?p=exactauthor%3AJ.D.Qualls.1+,"ICTS, Bangalore",Offered,2016-01-25 00:00:00
J. M. Alarcon,http://inspirehep.net/search?p=exactauthor%3AJ.M.Alarcon.1+,Jefferson Lab,Accepted,2016-01-25 00:00:00
K. Inbasekar,http://inspirehep.net/search?p=exactauthor%3AK.Inbasekar.1+,National Taiwan U.,Declined,2016-01-25 00:00:00
K. Inbasekar,http://inspirehep.net/search?p=exactauthor%3AK.Inbasekar.1+,Tel Aviv U.,Accepted,2016-01-25 00:00:00
Bipasha. Chakraborty,http://inspirehep.net/search?p=exactauthor%3ABipasha.Chakraborty.1+,"INFN, Rome",Declined,2016-01-23 00:00:00
Bipasha. Chakraborty,http://inspirehep.net/search?p=exactauthor%3ABipasha.Chakraborty.1+,Jefferson Lab,Accepted,2016-01-23 00:00:00
Bipasha. Chakraborty,http://inspirehep.net/search?p=exactauthor%3ABipasha.Chakraborty.1+,KEK,Declined,2016-01-23 00:00:00
Bipasha. Chakraborty,http://inspirehep.net/search?p=exactauthor%3ABipasha.Chakraborty.1+,Swansea U.,Declined,2016-01-23 00:00:00
Bipasha. Chakraborty,http://inspirehep.net/search?p=exactauthor%3ABipasha.Chakraborty.1+,"U. of Colorado, Boulder",Declined,2016-01-23 00:00:00
Bipasha. Chakraborty,http://inspirehep.net/search?p=exactauthor%3ABipasha.Chakraborty.1+,U. of Utah,Declined,2016-01-23 00:00:00
G. Grilli. di. Cortona,http://inspirehep.net/search?p=exactauthor%3AG.Grilli.di.Cortona.1+,"CFHEP, Beijing",Offered,2016-01-22 00:00:00
W. K. Lai,http://inspirehep.net/search?p=exactauthor%3AW.K.Lai.2+,TU Munich,Accepted,2016-01-22 00:00:00
T. Sharma,http://inspirehep.net/search?p=exactauthor%3AT.Sharma.2+,U. of the Witwatersrand,Offered,2016-01-22 00:00:00
P. M. Crichigno,http://inspirehep.net/search?p=exactauthor%3AP.M.Crichigno.1+,Amsterdam,Accepted,2016-01-21 00:00:00
A. Aravind,http://inspirehep.net/search?p=exactauthor%3AA.Aravind.1+,"APCTP, Pohang",Accepted,2016-01-21 00:00:00
P. Stengel,http://inspirehep.net/search?p=exactauthor%3AP.Stengel.1+,Bonn U.,Declined,2016-01-21 00:00:00
M. Montull,http://inspirehep.net/search?p=exactauthor%3AM.Montull.1+,DESY,Accepted,2016-01-21 00:00:00
P. Stengel,http://inspirehep.net/search?p=exactauthor%3AP.Stengel.1+,Stockholm U.,Accepted,2016-01-21 00:00:00
P. M. Crichigno,http://inspirehep.net/search?p=exactauthor%3AP.M.Crichigno.1+,Uppsala,Declined,2016-01-21 00:00:00
Z. U. Khandker,http://inspirehep.net/search?p=exactauthor%3AZ.U.Khandker.1+,CP3-Origins,Declined,2016-01-20 00:00:00
K. Inbasekar,http://inspirehep.net/search?p=exactauthor%3AK.Inbasekar.1+,"ITP-CAS, Beijing",Declined,2016-01-20 00:00:00
C. Y. Seng,http://inspirehep.net/search?p=exactauthor%3AC.Y.Seng.1+,"ITP-CAS, Beijing",Offered,2016-01-20 00:00:00
M. Flory,http://inspirehep.net/search?p=exactauthor%3AM.Flory.1+,"Jagiellonian U., Krakow",Offered,2016-01-20 00:00:00
Z. U. Khandker,http://inspirehep.net/search?p=exactauthor%3AZ.U.Khandker.1+,SISSA,Declined,2016-01-20 00:00:00
M. Mandlik,http://inspirehep.net/search?p=exactauthor%3AM.Mandlik.1+,Technion,Accepted,2016-01-20 00:00:00
M. Fazzi,http://inspirehep.net/search?p=exactauthor%3AM.Fazzi.1+,Technion,Accepted,2016-01-20 00:00:00
F. Yagi,http://inspirehep.net/search?p=exactauthor%3AF.Yagi.1+,Technion,Accepted,2016-01-20 00:00:00
V. Ayyar,http://inspirehep.net/search?p=exactauthor%3AV.Ayyar.1+,"U. of Colorado, Boulder",Accepted,2016-01-20 00:00:00
Z. U. Khandker,http://inspirehep.net/search?p=exactauthor%3AZ.U.Khandker.1+,"U. of Illinois, Urbana-Champaign",Accepted,2016-01-20 00:00:00
Z. U. Khandker,http://inspirehep.net/search?p=exactauthor%3AZ.U.Khandker.1+,Uppsala,Declined,2016-01-20 00:00:00
C. Peng,http://inspirehep.net/search?p=exactauthor%3AC.Peng.1+,AEI Potsdam,Declined,2016-01-19 00:00:00
J. Stankowicz,http://inspirehep.net/search?p=exactauthor%3AJ.Stankowicz.1+,Brown,Accepted,2016-01-19 00:00:00
C. Peng,http://inspirehep.net/search?p=exactauthor%3AC.Peng.1+,Brown,Accepted,2016-01-19 00:00:00
J. Stankowicz,http://inspirehep.net/search?p=exactauthor%3AJ.Stankowicz.1+,"CEA Saclay, IPhT",Declined,2016-01-19 00:00:00
Abhishek. Chowdhury,http://inspirehep.net/search?p=exactauthor%3AAbhishek.Chowdhury.1+,Huazhong U. of Science and Technology,Declined,2016-01-19 00:00:00
S. K. Raut,http://inspirehep.net/search?p=exactauthor%3AS.K.Raut.1+,"IBS CTPU, Korea",Accepted,2016-01-19 00:00:00
K. Inbasekar,http://inspirehep.net/search?p=exactauthor%3AK.Inbasekar.1+,"ICTS, Bangalore",Declined,2016-01-19 00:00:00
P. Sabella. Garnier,http://inspirehep.net/search?p=exactauthor%3AP.Sabella.Garnier.1+,Leiden U.,Accepted,2016-01-19 00:00:00
Abhishek. Chowdhury,http://inspirehep.net/search?p=exactauthor%3AAbhishek.Chowdhury.1+,"LPTHE, Paris",Declined,2016-01-19 00:00:00
C. Peng,http://inspirehep.net/search?p=exactauthor%3AC.Peng.1+,Seoul National U.,Declined,2016-01-19 00:00:00
C. Peng,http://inspirehep.net/search?p=exactauthor%3AC.Peng.1+,Technion,Declined,2016-01-19 00:00:00
Abhishek. Chowdhury,http://inspirehep.net/search?p=exactauthor%3AAbhishek.Chowdhury.1+,"Tsinghua U., Yau Mathematical Sciences Centre",Declined,2016-01-19 00:00:00
Abhishek. Chowdhury,http://inspirehep.net/search?p=exactauthor%3AAbhishek.Chowdhury.1+,TUV Vienna,Accepted,2016-01-19 00:00:00
C. Peng,http://inspirehep.net/search?p=exactauthor%3AC.Peng.1+,ULB Brussels,Declined,2016-01-19 00:00:00
Abhishek. Chowdhury,http://inspirehep.net/search?p=exactauthor%3AAbhishek.Chowdhury.1+,U. of the Witwatersrand,Declined,2016-01-19 00:00:00
T. Sulejmanpasic,http://inspirehep.net/search?p=exactauthor%3AT.Sulejmanpasic.1+,Nordita,"Nordita Fellowship, Declined",2016-01-17 00:00:00
T. Sulejmanpasic,http://inspirehep.net/search?p=exactauthor%3AT.Sulejmanpasic.1+,"Philippe Meyer Institute, ENS Paris",Accepted,2016-01-17 00:00:00
A. Arabi. Ardehali,http://inspirehep.net/search?p=exactauthor%3AA.Arabi.Ardehali.1+,Uppsala,Accepted,2016-01-17 00:00:00
K. C. Y. Ng,http://inspirehep.net/search?p=exactauthor%3AK.C.Y.Ng.2+,Weizmann,"Benoziyo Fellowship, Accepted",2016-01-17 00:00:00
C. M. Chang,http://inspirehep.net/search?p=exactauthor%3AC.M.Chang.1+,Brown,Declined,2016-01-15 00:00:00
B. Shakya,http://inspirehep.net/search?p=exactauthor%3AB.Shakya.1+,Cincinnati and U. of Michigan,Accepted,2016-01-15 00:00:00
Y. Hochberg,http://inspirehep.net/search?p=exactauthor%3AY.Hochberg.1+,Cornell,"LHC-TI Fellowship, Accepted",2016-01-15 00:00:00
B. Shakya,http://inspirehep.net/search?p=exactauthor%3AB.Shakya.1+,DESY,Declined,2016-01-15 00:00:00
U. Aydemir,http://inspirehep.net/search?p=exactauthor%3AU.Aydemir.1+,Huazhong U. of Science and Technology,Offered,2016-01-15 00:00:00
H. Serodio,http://inspirehep.net/search?p=exactauthor%3AH.Serodio.1+,Huazhong U. of Science and Technology,Declined,2016-01-15 00:00:00
T. Flacke,http://inspirehep.net/search?p=exactauthor%3AT.Flacke.1+,"IBS CTPU, Korea",Accepted,2016-01-15 00:00:00
B. E. Niehoff,http://inspirehep.net/search?p=exactauthor%3AB.E.Niehoff.1+,Leuven ITF,Accepted,2016-01-15 00:00:00
A. Lopez,http://inspirehep.net/search?p=exactauthor%3AA.Lopez.1+,Nordita and Stockholm U.,Offered,2016-01-15 00:00:00
A. DiFranzo,http://inspirehep.net/search?p=exactauthor%3AA.DiFranzo.1+,Rutgers,Accepted,2016-01-15 00:00:00
B. Shakya,http://inspirehep.net/search?p=exactauthor%3AB.Shakya.1+,Stockholm,Declined,2016-01-15 00:00:00
Souvik. Banerjee,http://inspirehep.net/search?p=exactauthor%3ASouvik.Banerjee.1+,Technion,Declined,2016-01-15 00:00:00
C. M. Chang,http://inspirehep.net/search?p=exactauthor%3AC.M.Chang.1+,UC Davis,Accepted,2016-01-15 00:00:00
F. Kling,http://inspirehep.net/search?p=exactauthor%3AF.Kling.1+,UC Irvine,Accepted,2016-01-15 00:00:00
M. Riegler,http://inspirehep.net/search?p=exactauthor%3AM.Riegler.2+,Universit̩ Libre de Bruxelles,Accepted,2016-01-15 00:00:00
Jeong. Han. Kim,http://inspirehep.net/search?p=exactauthor%3AJeong.Han.Kim.1,U. of Kansas,Accepted,2016-01-15 00:00:00
F. Kling,http://inspirehep.net/search?p=exactauthor%3AF.Kling.1+,U. of Pittsburgh,Declined,2016-01-15 00:00:00
C. M. Chang,http://inspirehep.net/search?p=exactauthor%3AC.M.Chang.1+,Uppsala,Declined,2016-01-15 00:00:00
Souvik. Banerjee,http://inspirehep.net/search?p=exactauthor%3ASouvik.Banerjee.1+,Uppsala,Accepted,2016-01-15 00:00:00
B. Shakya,http://inspirehep.net/search?p=exactauthor%3AB.Shakya.1+,Wayne State,Declined,2016-01-15 00:00:00
D. Vegh,http://inspirehep.net/search?p=exactauthor%3AD.Vegh.1+,"Delta ITP, Utrecht","Delta ITP Fellowship, Accepted",2016-01-14 00:00:00
N. Piazzalunga,http://inspirehep.net/search?p=exactauthor%3AN.Piazzalunga.1+,"Heidelberg U., Mathematical Institute",Declined,2016-01-14 00:00:00
R. Jinno,http://inspirehep.net/search?p=exactauthor%3AR.Jinno.1+,"IBS CTPU, Korea",Accepted,2016-01-14 00:00:00
A. Kamada,http://inspirehep.net/search?p=exactauthor%3AA.Kamada.1+,"IBS CTPU, Korea",Accepted,2016-01-14 00:00:00
S. Massai,http://inspirehep.net/search?p=exactauthor%3AS.Massai.1+,INFN Padova,Declined,2016-01-14 00:00:00
P. J. Cox,http://inspirehep.net/search?p=exactauthor%3AP.J.Cox.1+,IPMU,Offered,2016-01-14 00:00:00
L. Di. Pietro,http://inspirehep.net/search?p=exactauthor%3AL.Di.Pietro.1+,Perimeter,Accepted,2016-01-14 00:00:00
L. Di. Pietro,http://inspirehep.net/search?p=exactauthor%3AL.Di.Pietro.1+,"Simons Center, Stony Brook",Declined,2016-01-14 00:00:00
N. Piazzalunga,http://inspirehep.net/search?p=exactauthor%3AN.Piazzalunga.1+,"Stony Brook U., Simons Center","Research Assistant Professorship, Accepted",2016-01-14 00:00:00
S. Massai,http://inspirehep.net/search?p=exactauthor%3AS.Massai.1+,Universit̩ Libre de Bruxelles,Declined,2016-01-14 00:00:00
S. Massai,http://inspirehep.net/search?p=exactauthor%3AS.Massai.1+,U. of Chicago,Accepted,2016-01-14 00:00:00
M. Spillane,http://inspirehep.net/search?p=exactauthor%3AM.Spillane.1+,U. of Washington,Accepted,2016-01-14 00:00:00
Y. M. Zhong,http://inspirehep.net/search?p=exactauthor%3AY.M.Zhong.1+,Boston U.,Accepted,2016-01-13 00:00:00
G. Mishima,http://inspirehep.net/search?p=exactauthor%3AG.Mishima.1+,"CCNU (China Central Normal U.), Wuhan",Declined,2016-01-13 00:00:00
Y. M. Zhong,http://inspirehep.net/search?p=exactauthor%3AY.M.Zhong.1+,Cincinnati,Declined,2016-01-13 00:00:00
R. Yacoby,http://inspirehep.net/search?p=exactauthor%3AR.Yacoby.1+,"Ecole Normale Sup̩rieure, Paris","Junior Research Chair, Accepted",2016-01-13 00:00:00
C. Y. Seng,http://inspirehep.net/search?p=exactauthor%3AC.Y.Seng.1+,"Fudan U., China",Declined,2016-01-13 00:00:00
G. Mishima,http://inspirehep.net/search?p=exactauthor%3AG.Mishima.1+,Karlsruhe Institute of Technology,Accepted,2016-01-13 00:00:00
E. Bellini,http://inspirehep.net/search?p=exactauthor%3AE.Bellini.1+,Oxford,Accepted,2016-01-13 00:00:00
C. Y. Seng,http://inspirehep.net/search?p=exactauthor%3AC.Y.Seng.1+,Shanghai Jiao Tong U.,Offered,2016-01-13 00:00:00
Qin. Qin,http://inspirehep.net/search?p=exactauthor%3AQin.Qin.1+,Siegen U.,Accepted,2016-01-13 00:00:00
Y. M. Zhong,http://inspirehep.net/search?p=exactauthor%3AY.M.Zhong.1+,U. of Washington,Declined,2016-01-13 00:00:00
Raffaele d'Agnolo,http://inspirehep.net/search?ln=en&p=raffaele+d%27agnolo+and+not+cn+cms&of=hb&action_search=Search&sf=earliestdate&so=d,CERN,Declined,2016-01-12 00:00:00
D. Nandan,http://inspirehep.net/search?p=exactauthor%3AD.Nandan.1+,Edinburgh U.,Offered,2016-01-12 00:00:00
Hee. Sok. Chung,http://inspirehep.net/search?p=exactauthor%3AHee.Sok.Chung.1+,Korea-CERN fund,Accepted,2016-01-12 00:00:00
Raffaele d'Agnolo,http://inspirehep.net/search?ln=en&p=raffaele+d%27agnolo+and+not+cn+cms&of=hb&action_search=Search&sf=earliestdate&so=d,MIT,Declined,2016-01-12 00:00:00
Raffaele d'Agnolo,http://inspirehep.net/search?ln=en&p=raffaele+d%27agnolo+and+not+cn+cms&of=hb&action_search=Search&sf=earliestdate&so=d,Princeton and IAS,Declined,2016-01-12 00:00:00
Raffaele d'Agnolo,http://inspirehep.net/search?ln=en&p=raffaele+d%27agnolo+and+not+cn+cms&of=hb&action_search=Search&sf=earliestdate&so=d,SLAC,Accepted,2016-01-12 00:00:00
Hee. Sok. Chung,http://inspirehep.net/search?p=exactauthor%3AHee.Sok.Chung.1+,TU Munich,Declined,2016-01-12 00:00:00
F. Kos,http://inspirehep.net/search?p=exactauthor%3AF.Kos.1+,UC Berkeley,Accepted,2016-01-12 00:00:00
C. Verhaaren,http://inspirehep.net/search?p=exactauthor%3AC.Verhaaren.1+,UC Davis,Accepted,2016-01-12 00:00:00
J. de. Blas,http://inspirehep.net/search?p=exactauthor%3AJ.de.Blas.1+,U. of Padova and INFN Padova,Accepted,2016-01-12 00:00:00
J. Kozaczuk,http://inspirehep.net/search?p=exactauthor%3AJ.Kozaczuk.1+,York U. and Perimeter (Associate member),Offered,2016-01-12 00:00:00
Ze. Long. Liu,http://inspirehep.net/search?p=exactauthor%3AZe.Long.Liu.1+,JGU Mainz,Accepted,2016-01-11 00:00:00
H. Serodio,http://inspirehep.net/search?p=exactauthor%3AH.Serodio.1+,"CCNU (China Central Normal U.), Wuhan",Declined,2016-01-10 00:00:00
S. Golkar,http://inspirehep.net/search?p=exactauthor%3AS.Golkar.1+,New York U.,"James Arthur Fellowship, Offered",2016-01-10 00:00:00
D. Musso,http://inspirehep.net/search?p=exactauthor%3AD.Musso.1+,U. of Santiago de Compostela,Accepted,2016-01-10 00:00:00
E. Vescovi,http://inspirehep.net/search?p=exactauthor%3AE.Vescovi.1+,U. of Ṣo Paulo,Accepted,2016-01-10 00:00:00
Y. Muramatsu,http://inspirehep.net/search?p=exactauthor%3AY.Muramatsu.1+,"CCNU (China Central Normal U.), Wuhan",Offered,2016-01-09 00:00:00
M. Bertolini,http://inspirehep.net/search?p=exactauthor%3AM.Bertolini.2+,Institut Lagrange de Paris,"Lagrange Fellowship, Declined",2016-01-09 00:00:00
M. Bertolini,http://inspirehep.net/search?p=exactauthor%3AM.Bertolini.2+,IPMU,Accepted,2016-01-09 00:00:00
A. Berlin,http://inspirehep.net/search?p=exactauthor%3AA.Berlin.1+,SLAC,Accepted,2016-01-09 00:00:00
Jun. Pu. Wang,http://inspirehep.net/search?p=exactauthor%3AJun.Pu.Wang.1+,Tufts,Declined,2016-01-09 00:00:00
H. Beauchesne,http://inspirehep.net/search?p=exactauthor%3AH.Beauchesne.1+,U. of Ṣo Paulo,Accepted,2016-01-09 00:00:00
Jun. Pu. Wang,http://inspirehep.net/search?p=exactauthor%3AJun.Pu.Wang.1+,Yale,Accepted,2016-01-09 00:00:00
D. J. Robinson,http://inspirehep.net/search?p=exactauthor%3AD.J.Robinson.1+,Cincinnati,Accepted,2016-01-08 00:00:00
G. Zoccarato,http://inspirehep.net/search?p=exactauthor%3AG.Zoccarato.1+,Hong Kong IAS,Accepted,2016-01-08 00:00:00
R. Frassek,http://inspirehep.net/search?p=exactauthor%3AR.Frassek.1+,IHES,Accepted,2016-01-08 00:00:00
T. Anous,http://inspirehep.net/search?p=exactauthor%3AT.Anous.1+,"Leuven, ITF and CEA Saclay, IPhT",Declined,2016-01-08 00:00:00
V. Vaidya,http://inspirehep.net/search?p=exactauthor%3AV.Vaidya.1+,Los Alamos,Accepted,2016-01-08 00:00:00
A. Ismail,http://inspirehep.net/search?p=exactauthor%3AA.Ismail.1+,Pittsburgh,Accepted,2016-01-08 00:00:00
M. Ghosh,http://inspirehep.net/search?p=exactauthor%3AM.Ghosh.1+,Tokyo Metropolitan U.,Accepted,2016-01-08 00:00:00
D. Robaina,http://inspirehep.net/search?p=exactauthor%3AD.Robaina.1+,TU Darmstadt,Offered,2016-01-08 00:00:00
T. Anous,http://inspirehep.net/search?p=exactauthor%3AT.Anous.1+,U. of British Columbia,Accepted,2016-01-08 00:00:00
P. Soler,http://inspirehep.net/search?p=exactauthor%3AP.Soler.2+,U. of Heidelberg,Accepted,2016-01-08 00:00:00
L. Lin,http://inspirehep.net/search?p=exactauthor%3AL.Lin.14+,U. of Pennsylvania,Accepted,2016-01-08 00:00:00
Congkao. Wen,http://inspirehep.net/search?p=exactauthor%3ACongkao.Wen.1+,AEI Potsdam,Declined,2016-01-07 00:00:00
L. T. Witkowski,http://inspirehep.net/search?p=exactauthor%3AL.T.Witkowski.1+,"APC, Paris",Accepted,2016-01-07 00:00:00
E. Salvioni,http://inspirehep.net/search?p=exactauthor%3AE.Salvioni.1+,Boston U.,Declined,2016-01-07 00:00:00
A. Berlin,http://inspirehep.net/search?p=exactauthor%3AA.Berlin.1+,Boston U.,Declined,2016-01-07 00:00:00
Congkao. Wen,http://inspirehep.net/search?p=exactauthor%3ACongkao.Wen.1+,Caltech,Accepted,2016-01-07 00:00:00
P. Saraswat,http://inspirehep.net/search?p=exactauthor%3AP.Saraswat.1+,Caltech,"Burke Fellowship, Accepted",2016-01-07 00:00:00
E. Izaguirre,http://inspirehep.net/search?p=exactauthor%3AE.Izaguirre.1+,CERN,"COFUND, Declined",2016-01-07 00:00:00
Tien. Tien. Yu,http://inspirehep.net/search?p=exactauthor%3ATien.Tien.Yu.1+,CERN,Offered,2016-01-07 00:00:00
L. T. Witkowski,http://inspirehep.net/search?p=exactauthor%3AL.T.Witkowski.1+,DESY,Declined,2016-01-07 00:00:00
D. Grabowska,http://inspirehep.net/search?p=exactauthor%3AD.Grabowska.1+,Duke,Declined,2016-01-07 00:00:00
Congkao. Wen,http://inspirehep.net/search?p=exactauthor%3ACongkao.Wen.1+,Edinburgh U.,Declined,2016-01-07 00:00:00
E. Hijano,http://inspirehep.net/search?p=exactauthor%3AE.Hijano.1+,ETH Zurich - ITS,Declined,2016-01-07 00:00:00
D. Grabowska,http://inspirehep.net/search?p=exactauthor%3AD.Grabowska.1+,Fermilab,Declined,2016-01-07 00:00:00
P. A. N. Machado,http://inspirehep.net/search?p=exactauthor%3AP.A.N.Machado.1+,Fermilab,Offered,2016-01-07 00:00:00
M. Zhang,http://inspirehep.net/search?p=exactauthor%3AM.Zhang.18+,"IBS CTPU, Korea",Accepted,2016-01-07 00:00:00
I. Brivio,http://inspirehep.net/search?p=exactauthor%3AI.Brivio.1+,ICTP Trieste,Declined,2016-01-07 00:00:00
O. Eberhardt,http://inspirehep.net/search?p=exactauthor%3AO.Eberhardt.1+,IFIC Valencia,Accepted,2016-01-07 00:00:00
R. Savelli,http://inspirehep.net/search?p=exactauthor%3AR.Savelli.1+,IFT Madrid,Offered,2016-01-07 00:00:00
D. Redigolo,http://inspirehep.net/search?p=exactauthor%3AD.Redigolo.1+,IPMU,Declined,2016-01-07 00:00:00
A. Berlin,http://inspirehep.net/search?p=exactauthor%3AA.Berlin.1+,IPMU,Declined,2016-01-07 00:00:00
P. A. N. Machado,http://inspirehep.net/search?p=exactauthor%3AP.A.N.Machado.1+,JGU Mainz,Declined,2016-01-07 00:00:00
Tien. Tien. Yu,http://inspirehep.net/search?p=exactauthor%3ATien.Tien.Yu.1+,"LPTHe, ERC ""New Dark""",Declined,2016-01-07 00:00:00
Yang. Ting. Chien,http://inspirehep.net/search?p=exactauthor%3AYang.Ting.Chien.1+,MIT,"LHC-TI Fellowship, Accepted",2016-01-07 00:00:00
D. Redigolo,http://inspirehep.net/search?p=exactauthor%3AD.Redigolo.1+,Montpellier,Declined,2016-01-07 00:00:00
I. Brivio,http://inspirehep.net/search?p=exactauthor%3AI.Brivio.1+,Niels Bohr International Academy,Accepted,2016-01-07 00:00:00
I. Brivio,http://inspirehep.net/search?p=exactauthor%3AI.Brivio.1+,NIKHEF,Declined,2016-01-07 00:00:00
