Name,Inspire link,Institution,Status,Timestamp
Fa Peng Huang,http://inspirehep.net/author/profile/Fa.Peng.Huang.1,"Washington U., St. Louis",Offered,2018-12-25 01:30:00
Jackson Fliss,http://inspirehep.net/author/profile/J.R.Fliss.1,U. of Amsterdam,Offered,2018-12-25 01:29:00
Lorenz Eberhardt,http://inspirehep.net/author/profile/L.Eberhardt.1,U. of Amsterdam,Offered,2018-12-25 01:28:00
Mert Besken,http://inspirehep.net/author/profile/Mert.Besken.1,U. of Amsterdam,Offered,2018-12-25 01:27:00
Ryan Plestid,http://inspirehep.net/author/profile/R.Plestid.1,UI Urbana-Champaign,Offered,2018-12-25 01:26:00
Connor Behan,http://inspirehep.net/author/profile/C.Behan.1,SAIFR and Perimeter,Offered,2018-12-25 01:25:00
Michael Geracie,http://inspirehep.net/author/profile/M.Geracie.1,Technion,Offered,2018-12-24 19:04:00
Mateusz Duch,http://inspirehep.net/author/profile/Mateusz.Duch.1,TU Munich,Offered,2018-12-24 19:03:00
Mateusz Duch,http://inspirehep.net/author/profile/Mateusz.Duch.1,Padova,Offered,2018-12-24 19:02:00
Ciaran Hughes,http://inspirehep.net/author/profile/Ciaran.Hughes.1,CU Boulder,Offered,2018-12-24 14:18:00
Luca Visinelli,http://inspirehep.net/author/profile/L.Visinelli.1,"CTPU, IBS, Korea",Offered,2018-12-24 14:17:00
Elina Fuchs,http://inspirehep.net/author/profile/Elina.Fuchs.1,Kavli IPMU,Offered,2018-12-24 14:16:00
Matthias Schlaffer,http://inspirehep.net/author/profile/M.J.Schlaffer.1,Kavli IPMU,Offered,2018-12-24 14:15:00
Kallol Sen,http://inspirehep.net/author/profile/Kallol.Sen.1,Trinity College Dublin,Offered,2018-12-24 08:24:00
Yiming Zhong,http://inspirehep.net/author/profile/Yi.Ming.Zhong.1,Florida State,Offered,2018-12-24 08:23:00
Yiming Zhong,http://inspirehep.net/author/profile/Yi.Ming.Zhong.1,Hebrew U.,Offered,2018-12-24 08:22:00
Henry Lamm,http://inspirehep.net/author/profile/H.Lamm.1,Fermilab,Offered,2018-12-24 02:11:00
Hongwan Liu,http://inspirehep.net/author/profile/Hong.Wan.Liu.1,Johns Hopkins U. and U. of Maryland,Offered,2018-12-24 02:10:00
Hongwan Liu,http://inspirehep.net/author/profile/Hong.Wan.Liu.1,Perimeter,Declined,2018-12-24 02:09:00
Darius Faroughy,https://inspirehep.net/author/profile/D.A.Faroughy.1,U. of Zurich,Offered,2018-12-24 02:08:00
Felix Haehl,http://inspirehep.net/author/profile/F.M.Haehl.1,IAS,Accepted,2018-12-24 02:07:00
Marco Fazzi,http://inspirehep.net/author/profile/M.Fazzi.1,INFN Fellini,Offered,2018-12-24 02:06:00
Juven Wang,http://inspirehep.net/author/profile/Juven.Wang.1,Harvard,Offered,2018-12-23 19:03:00
Miroslav Rapcak,http://inspirehep.net/author/profile/M.Rapcak.1,UC Berkeley,Accepted,2018-12-23 18:22:00
Kantaro Ohmori,http://inspirehep.net/author/profile/Kantaro.Ohmori.1,Rutgers,Declined,2018-12-23 18:21:00
Kantaro Ohmori,http://inspirehep.net/author/profile/Kantaro.Ohmori.1,"Simons Center for Geometry and Physics, Stony Brook U.",Offered,2018-12-23 18:20:00
Pierre Heidmann,http://inspirehep.net/author/profile/P.Heidmann.1,Johns Hopkins U.,Offered,2018-12-23 18:19:00
Pierre Heidmann,http://inspirehep.net/author/profile/P.Heidmann.1,ETH Zurich,Offered,2018-12-23 18:18:00
Asher Berlin,http://inspirehep.net/author/profile/A.Berlin.1,U. of Michigan,Offered,2018-12-23 18:17:00
Matthijs Hogervorst,http://inspirehep.net/author/profile/M.Hogervorst.1,Nordita,Declined,2018-12-23 18:16:00
Matthijs Hogervorst,http://inspirehep.net/author/profile/M.Hogervorst.1,DESY,Declined,2018-12-23 18:15:00
Matthijs Hogervorst,http://inspirehep.net/author/profile/M.Hogervorst.1,EPFL Lausanne,Offered,2018-12-23 18:14:00
Julia Gehrlein,http://inspirehep.net/author/profile/J.Gehrlein.1,Brookhaven,Offered,2018-12-23 18:13:00
Julia Gehrlein,http://inspirehep.net/author/profile/J.Gehrlein.1,NIKHEF,Offered,2018-12-23 18:12:00
Daniel Aloni,http://inspirehep.net/author/profile/D.Aloni.1,Rutgers,Offered,2018-12-23 09:27:00
Enrico Morgante,http://inspirehep.net/author/profile/E.Morgante.1,IFT Madrid (Severo Ochoa),Offered,2018-12-23 09:26:00
Varun Vaidya,http://inspirehep.net/author/profile/V.Vaidya.1,U. of Washington,Offered,2018-12-23 09:25:00
Zhenbin Yang,http://inspirehep.net/author/profile/Z.Yang.32,Stanford,Accepted,2018-12-23 01:55:00
Matthew Heydeman,http://inspirehep.net/author/profile/M.Heydeman.1,Uppsala,Offered,2018-12-23 01:54:00
Christopher Verhaaren,http://inspirehep.net/author/profile/C.Verhaaren.1,Minnesota,Offered,2018-12-23 01:52:00
Murat Kologlu,http://inspirehep.net/author/profile/M.Kologlu.1,Oxford U.,Offered,2018-12-22 07:11:00
Nicolas Fernandez,http://inspirehep.net/author/profile/N.Fernandez.1,"CTPU, IBS, Korea",Offered,2018-12-22 07:10:00
Nicolas Fernandez,http://inspirehep.net/author/profile/N.Fernandez.1,UI Urbana-Champaign,Offered,2018-12-22 07:09:00
Chris Akers,http://inspirehep.net/author/profile/C.Akers.2,MIT,Offered,2018-12-22 07:08:00
Yingying Li,http://inspirehep.net/author/profile/Ying.Ying.Li.2,Kavli IPMU,Offered,2018-12-22 07:07:00
Daniel Hackett,http://inspirehep.net/author/profile/D.C.Hackett.1,Fermilab,Offered,2018-12-22 07:06:00
Daniel Hackett,http://inspirehep.net/author/profile/D.C.Hackett.1,MIT,Offered,2018-12-22 07:05:00
Emmanuel Stamou,http://inspirehep.net/author/profile/E.Stamou.1,TU Munich,"3+3 years, Offered",2018-12-22 07:04:00
Emmanuel Stamou,http://inspirehep.net/author/profile/E.Stamou.1,Mainz,Offered,2018-12-22 07:03:00
Teng Ma,https://inspirehep.net/author/profile/Teng.Ma.2,Technion,Offered,2018-12-22 07:02:00
Xiaofeng Xu,http://inspirehep.net/author/profile/X.Xu.15,U. of Bern,Offered,2018-12-22 07:01:00
Nayara Fonseca,http://inspirehep.net/author/profile/N.Fonseca.1,Tel Aviv U. and Weizmann,Offered,2018-12-22 07:00:00
Ryan Plestid,http://inspirehep.net/author/profile/R.Plestid.1,Tel Aviv U.,Offered,2018-12-22 01:00:00
Ryan Plestid,http://inspirehep.net/author/profile/R.Plestid.1,Carnegie Mellon U.,Offered,2018-12-22 00:59:00
Ryan Plestid,http://inspirehep.net/author/profile/R.Plestid.1,"NBIA, U. of Copenhagen",Offered,2018-12-22 00:58:00
Alessandro Georgoudis,http://inspirehep.net/author/profile/A.Georgoudis.1,DESY,Offered,2018-12-22 00:11:00
Dorota Grabowska,http://inspirehep.net/author/profile/D.Grabowska.1,Los Alamos,Offered,2018-12-22 00:10:00
Dorota Grabowska,http://inspirehep.net/author/profile/D.Grabowska.1,U. of Maryland,Offered,2018-12-22 00:09:00
Dorota Grabowska,http://inspirehep.net/author/profile/D.Grabowska.1,Kavli IPMU,Offered,2018-12-22 00:08:00
Max Zimet,http://inspirehep.net/author/profile/M.Zimet.1,Weizmann,Offered,2018-12-22 00:07:00
Hongwan Liu,http://inspirehep.net/author/profile/Hong.Wan.Liu.1,Harvard,Offered,2018-12-22 00:06:00
Pouya Asadi,http://inspirehep.net/author/profile/P.Asadi.1,SISSA,Offered,2018-12-22 00:05:00
Alec Ridgway,http://inspirehep.net/author/profile/A.Ridgway.1,Arizona State U.,Offered,2018-12-22 00:04:00
Alec Ridgway,http://inspirehep.net/author/profile/A.Ridgway.1,UC San Diego,Offered,2018-12-22 00:03:00
Hongbin Chen,http://inspirehep.net/author/profile/Hongbin.Chen.1,Boston U.,Offered,2018-12-21 21:01:00
Pouya Asadi,http://inspirehep.net/author/profile/P.Asadi.1,Kavli IPMU,Offered,2018-12-21 21:00:00
Saskia Demulder,http://inspirehep.net/author/profile/S.Demulder.1,"Humboldt University, Berlin",Offered,2018-12-21 20:59:00
Mathieu Boudaud,http://inspirehep.net/author/profile/M.Boudaud.1,CP3 Louvain,Offered,2018-12-21 20:58:00
Djordje Radicevic,http://inspirehep.net/author/profile/D.Radicevic.1,Ecole Normale SupÃ©rieure,"Junior Research Chair, Offered",2018-12-21 20:57:00
Kaori Fuyuto,http://inspirehep.net/author/profile/K.Fuyuto.1,Los Alamos,Offered,2018-12-21 20:56:00
Gianluca Inverso,http://inspirehep.net/author/profile/G.Inverso.1,Uppsala,Offered,2018-12-21 20:55:00
Xing Wang,http://inspirehep.net/author/profile/Xing.Wang.2,Mainz,Offered,2018-12-21 17:26:00
Jian Peng Ang,http://inspirehep.net/author/profile/J.P.Ang.1,VU Brussel,Offered,2018-12-21 17:25:00
Yang-Ting Chien,http://inspirehep.net/author/profile/Yang.Ting.Chien.1,Lund U.,Offered,2018-12-21 17:24:00
Anton de la Fuente,http://inspirehep.net/author/profile/A.de.la.Fuente.1,Kavli IPMU,Offered,2018-12-21 14:06:00
Anton de la Fuente,http://inspirehep.net/author/profile/A.de.la.Fuente.1,Bern,Offered,2018-12-21 14:05:00
Miroslav Rapcak,http://inspirehep.net/author/profile/M.Rapcak.1,Kavli IPMU,Offered,2018-12-21 13:37:00
Jorrit Kruthoff,http://inspirehep.net/author/profile/J.Kruthoff.1,Weizmann,Offered,2018-12-21 13:36:00
Masamichi Miyaji,http://inspirehep.net/author/profile/M.Miyaji.1,Perimeter,Offered,2018-12-21 08:15:00
Katelin Schutz,http://inspirehep.net/author/profile/K.Schutz.1,"Stanford U., SITP and KIPAC joint",Offered,2018-12-21 08:14:00
Yingying Li,http://inspirehep.net/author/profile/Ying.Ying.Li.2,ICTP Trieste,Offered,2018-12-21 08:13:00
Yingying Li,http://inspirehep.net/author/profile/Ying.Ying.Li.2,Stony Brook,Offered,2018-12-21 08:12:00
Yingying Li,http://inspirehep.net/author/profile/Ying.Ying.Li.2,Fermilab,Offered,2018-12-21 08:11:00
Asher Berlin,http://inspirehep.net/author/profile/A.Berlin.1,UC Irvine,Offered,2018-12-21 00:01:00
Christopher Verhaaren,http://inspirehep.net/author/profile/C.Verhaaren.1,UC Irvine,Offered,2018-12-21 00:00:00
Jakob Moritz,http://inspirehep.net/author/profile/J.Moritz.2,UW Madison,Offered,2018-12-20 23:59:00
Baurzhan Mukhametzhanov,http://inspirehep.net/author/profile/B.Mukhametzhanov.1,"Simons Center for Geometry and Physics, Stony Brook",Declined,2018-12-20 23:58:00
Baurzhan Mukhametzhanov,http://inspirehep.net/author/profile/B.Mukhametzhanov.1,IAS,Accepted,2018-12-20 23:57:00
Pouya Asadi,http://inspirehep.net/author/profile/P.Asadi.1,U. of Oregon,Offered,2018-12-20 23:56:00
Pranjal Nayak,http://inspirehep.net/author/profile/Pranjal.Nayak.1,U. of Geneva,Offered,2018-12-20 23:55:00
Felix Haehl,http://inspirehep.net/author/profile/F.M.Haehl.1,IAS,Offered,2018-12-20 23:54:00
Rodolfo Capdevilla,http://inspirehep.net/author/profile/Rodolfo.M.Capdevilla.1,U. of Toronto and Perimeter,Offered,2018-12-20 20:51:00
Evan Johnson,http://inspirehep.net/author/profile/Evan.Johnson.1,TU Munich,Offered,2018-12-20 20:49:00
Dorival GonÃ§alves,https://inspirehep.net/author/profile/D.Goncalves.Netto.2,RWTH Aachen,"5-year, Offered",2018-12-20 20:48:00
Ze Long Liu,http://inspirehep.net/author/profile/Ze.Long.Liu.1,U. of Amsterdam,Offered,2018-12-20 20:47:00
Jakob Moritz,http://inspirehep.net/author/profile/J.Moritz.2,KU Leuven,Offered,2018-12-20 16:07:00
Brandon Robinson,http://inspirehep.net/author/profile/Brandon.Robinson.1,KU Leuven,Offered,2018-12-20 16:06:00
Francesco Muia,http://inspirehep.net/author/profile/F.Muia.1,DESY,Offered,2018-12-20 14:46:00
Saskia Demulder,http://inspirehep.net/author/profile/S.Demulder.1,MPI Munich,Offered,2018-12-20 14:45:00
Enrico Morgante,http://inspirehep.net/author/profile/E.Morgante.1,INFN Florence,Offered,2018-12-20 09:43:00
Max Zimet,http://inspirehep.net/author/profile/M.Zimet.1,U. of Amsterdam,Offered,2018-12-20 09:42:00
Teng Ma,http://inspirehep.net/author/profile/Teng.Ma.2,"CTPU, IBS, Korea",Offered,2018-12-20 09:41:00
Benson Way,http://inspirehep.net/author/profile/B.Way.1,U. of Barcelona,Offered,2018-12-20 09:40:00
Felix Haehl,http://inspirehep.net/author/profile/F.M.Haehl.1,U. of Amsterdam,Offered,2018-12-20 09:39:00
Gabor Sarosi,http://inspirehep.net/author/profile/G.Sarosi.1,U. of Amsterdam,Offered,2018-12-20 09:37:00
Nima Afkhami-Jeddi,http://inspirehep.net/author/profile/N.Afkhami.Jeddi.1,U. of Amsterdam,Offered,2018-12-20 09:35:00
Eliot Hijano,http://inspirehep.net/author/profile/E.Hijano.1,U. of Amsterdam,Offered,2018-12-20 09:34:00
Onkar Parrikar,http://inspirehep.net/author/profile/O.Parrikar.1,U. of Amsterdam,Offered,2018-12-20 09:33:00
Lorenzo Di Pietro,http://inspirehep.net/author/profile/L.Di.Pietro.1,U. of Amsterdam,Offered,2018-12-20 09:31:00
Emmanuel Stamou,http://inspirehep.net/author/profile/E.Stamou.1,MPI Munich,Offered,2018-12-20 06:41:00
Emmanuel Stamou,http://inspirehep.net/author/profile/E.Stamou.1,IFT Madrid,Offered,2018-12-20 06:40:00
Benjamin Lillard,http://inspirehep.net/author/profile/B.Lillard.1,UC San Diego,Offered,2018-12-20 06:39:00
Tarek Anous,http://inspirehep.net/author/profile/T.Anous.1,U. of Amsterdam,"Delta-ITP Fellowship, Offered",2018-12-20 06:38:00
Benjamin Lillard,http://inspirehep.net/author/profile/B.Lillard.1,UI Urbana-Champaign,Offered,2018-12-20 06:37:00
Katelin Schutz,http://inspirehep.net/author/profile/K.Schutz.1,IAS,Offered,2018-12-20 06:36:00
Asher Berlin,http://inspirehep.net/author/profile/A.Berlin.1,UC San Diego,Offered,2018-12-20 06:35:00
Asher Berlin,http://inspirehep.net/author/profile/A.Berlin.1,Perimeter,Offered,2018-12-20 06:34:00
Sridip Pal,http://inspirehep.net/author/profile/S.Pal.1,Yale,"Yale Mossman Fellowship, Offered",2018-12-20 06:33:00
Bernardo Zan,http://inspirehep.net/author/profile/B.Zan.1,Yale,Offered,2018-12-19 23:51:00
Hongwan Liu,http://inspirehep.net/author/profile/Hong.Wan.Liu.1,Caltech,"Burke Fellowship, Offered",2018-12-19 23:50:00
Hongwan Liu,http://inspirehep.net/author/profile/Hong.Wan.Liu.1,SLAC,Offered,2018-12-19 23:49:00
Keri Vos,http://inspirehep.net/author/profile/K.K.Vos.1,DESY,Offered,2018-12-19 22:27:00
Emmanuel Stamou,http://inspirehep.net/author/profile/E.Stamou.1,DESY,Offered,2018-12-19 22:26:00
Rudi Rahn,http://inspirehep.net/author/profile/R.Rahn.1,DESY,Offered,2018-12-19 22:25:00
Peter PlÃ¶Ãl,http://inspirehep.net/author/profile/P.Ploessl.2,DESY,Offered,2018-12-19 22:24:00
Simon BraÃ,http://inspirehep.net/author/profile/S.Brass.1,DESY,Offered,2018-12-19 22:23:00
Thomas BiekÃ¶tter,http://inspirehep.net/author/profile/T.Biekoetter.1,DESY,Offered,2018-12-19 22:22:00
Sebastian Baum,http://inspirehep.net/author/profile/S.Baum.1,DESY,Offered,2018-12-19 22:21:00
Giovanni Pelliccioli,http://inspirehep.net/author/profile/G.Pelliccioli.1,U. of WÃ¼rzburg,Accepted,2018-12-19 22:19:00
Nayara Fonseca,http://inspirehep.net/author/profile/N.Fonseca.1,Mainz,Offered,2018-12-19 20:45:00
Marco Gorghetto,http://inspirehep.net/author/profile/M.Gorghetto.1,Stockholm U.,Offered,2018-12-19 20:44:00
Ian Moult,http://inspirehep.net/author/profile/I.Moult.1,Harvard,Offered,2018-12-19 20:43:00
Yiming Zhong,http://inspirehep.net/author/profile/Yi.Ming.Zhong.1,RWTH Aachen,Offered,2018-12-19 20:42:00
Daniel Egana-Ugrinovic,http://inspirehep.net/author/profile/D.Egana.Ugrinovic.1,ICTP Trieste,Offered,2018-12-19 19:52:00
Pablo Quilez,http://inspirehep.net/author/profile/P.Quilez.1,DESY,Offered,2018-12-19 19:51:00
Felicity Eperon,http://inspirehep.net/author/profile/F.C.Eperon.1,CEA Saclay,Offered,2018-12-19 17:45:00
G.Bruno De Luca,http://inspirehep.net/author/profile/G.B.De.Luca.1,CEA Saclay,Offered,2018-12-19 11:46:00
Sebastian Baum,http://inspirehep.net/author/profile/S.Baum.1,Stanford,Offered,2018-12-19 11:45:00
Sebastian Baum,http://inspirehep.net/author/profile/S.Baum.1,MIT,Offered,2018-12-19 11:44:00
Sebastian Baum,http://inspirehep.net/author/profile/S.Baum.1,Caltech,"Burke Fellowship, Offered",2018-12-19 11:43:00
Masamichi Miyaji,http://inspirehep.net/author/profile/M.Miyaji.1,UC Berkeley,Offered,2018-12-19 10:06:00
Benson Way,http://inspirehep.net/author/profile/B.Way.1,CEA Saclay,Offered,2018-12-19 10:05:00
Elina Fuchs,http://inspirehep.net/author/profile/Elina.Fuchs.1,SLAC,Offered,2018-12-19 10:04:00
Ian Moult,http://inspirehep.net/author/profile/I.Moult.1,UC San Diego,Offered,2018-12-19 10:03:00
Ian Moult,http://inspirehep.net/author/profile/I.Moult.1,SLAC,Offered,2018-12-19 10:02:00
Yingying Li,http://inspirehep.net/author/profile/Ying.Ying.Li.2,UC San Diego,Offered,2018-12-19 06:50:00
Vladyslav Shtabovenko,http://inspirehep.net/author/profile/V.Shtabovenko.1,KIT Karlsruhe,Accepted,2018-12-19 06:49:00
Adam Levine,http://inspirehep.net/author/profile/A.R.Levine.1,Caltech,"Burke Fellowship, Offered",2018-12-19 06:48:00
Adam Levine,http://inspirehep.net/author/profile/A.R.Levine.1,MIT,Offered,2018-12-19 06:47:00
Benjamin Lillard,http://inspirehep.net/author/profile/B.Lillard.1,Heidelberg U.,Offered,2018-12-19 06:46:00
Anirban Das,http://inspirehep.net/author/profile/Anirban.Das.1,SLAC,Offered,2018-12-19 00:08:00
Varun Vaidya,http://inspirehep.net/author/profile/V.Vaidya.1,MIT,Offered,2018-12-19 00:07:00
Baurzhan Mukhametzhanov,http://inspirehep.net/author/profile/B.Mukhametzhanov.1,"Simons Center for Geometry and Physics, Stony Brook",Offered,2018-12-18 22:03:00
Benson Way,http://inspirehep.net/author/profile/B.Way.1,UC Santa Barbara,Offered,2018-12-18 16:52:00
Jason Aebischer,http://inspirehep.net/author/profile/J.Aebischer.1,UC San Diego,"SNSF Fellowship, Offered",2018-12-18 12:16:00
Irene Valenzuela,http://inspirehep.net/author/profile/I.Valenzuela.1,Harvard,Offered,2018-12-18 05:02:00
Federico Buccioni,http://inspirehep.net/author/profile/F.Buccioni.1,RWTH Aachen,Offered,2018-12-18 05:01:00
Jorrit Kruthoff,http://inspirehep.net/author/profile/J.Kruthoff.1,UI Urbana-Champaign,Offered,2018-12-18 05:00:00
Katelin Schutz,http://inspirehep.net/author/profile/K.Schutz.1,Princeton,Offered,2018-12-18 04:59:00
Ryan Plestid,http://inspirehep.net/author/profile/R.Plestid.1,U. of Kentucky,Offered,2018-12-18 04:58:00
Ofri Telem,http://inspirehep.net/author/profile/O.Telem.1,UC Berkeley,Offered,2018-12-18 04:57:00
Katelin Schutz,http://inspirehep.net/author/profile/K.Schutz.1,MIT,"Pappalardo Fellowship, Offered",2018-12-17 15:35:00
Anirban Das,http://inspirehep.net/author/profile/Anirban.Das.1,"Ohio State U., CCAPP",Offered,2018-12-17 11:54:00
Yingying Li,http://inspirehep.net/author/profile/Ying.Ying.Li.2,Rutgers U.,Offered,2018-12-17 06:36:00
Hongwan Liu,http://inspirehep.net/author/profile/Hong.Wan.Liu.1,U. of Michigan,Offered,2018-12-16 05:20:00
Sebastian Macaluso,http://inspirehep.net/author/profile/S.Macaluso.1,U. of Zurich and PSI,Offered,2018-12-16 03:31:00
Tanvi Karwal,http://inspirehep.net/author/profile/T.Karwal.1,"U. of Pennsylvania, Center for Particle Cosmology",Offered,2018-12-16 03:30:00
Miroslav Rapcak,http://inspirehep.net/author/profile/M.Rapcak.1,UC Berkeley,Offered,2018-12-15 16:12:00
Katelin Schutz,http://inspirehep.net/author/profile/K.Schutz.1,U. of Michigan,"Leinweber Research Fellowship, Offered",2018-12-15 16:11:00
Sophie Renner,http://inspirehep.net/author/profile/S.Renner.2,INFN Frascati,Offered,2018-12-15 14:23:00
Luca V. DelacrÃ©taz,http://inspirehep.net/author/profile/L.V.Delacretaz.1,U. of Chicago,"Fermi Fellowship, Offered",2018-12-15 05:44:00
Rudi Rahn,http://inspirehep.net/author/profile/R.Rahn.1,U. of Edinburgh,Offered,2018-12-15 05:43:00
Mathieu Boudaud,http://inspirehep.net/author/profile/M.Boudaud.1,IFT Madrid,Offered,2018-12-14 11:40:00
Saebyeok Jeong,http://inspirehep.net/author/profile/Saebyeok.Jeong.1,SISSA,"INFN Fellowship, Offered",2018-12-14 03:56:00
Katelin Schutz,http://inspirehep.net/author/profile/K.Schutz.1,New York U.,"Simons Society Junior Fellow, Offered",2018-12-14 02:52:00
Connor Behan,http://inspirehep.net/author/profile/C.Behan.1,Oxford,Offered,2018-12-14 02:51:00
T. Daniel Brennan,http://inspirehep.net/author/profile/T.D.Brennan.1,U. of Chicago,Offered,2018-12-14 02:50:00
Wilke van der Schee,http://inspirehep.net/author/profile/W.van.der.Schee.1,CERN,Accepted,2018-12-12 03:49:00
Katelin Schutz,http://inspirehep.net/author/profile/K.Schutz.1,U. of Chicago,"KICP Fellowship, Offered",2018-12-12 03:48:00
Miguel Montero,http://inspirehep.net/author/profile/M.Montero.2,Harvard,Accepted,2018-12-11 16:58:00
Ennio Salvioni,http://inspirehep.net/author/profile/Ennio.Salvioni.1,CERN,Accepted,2018-12-11 13:32:00
Hongwan Liu,http://inspirehep.net/author/profile/Hong.Wan.Liu.1,Perimeter,Offered,2018-12-11 04:57:00
Lucia Cordova,http://inspirehep.net/author/profile/L.Cordova.1,"Ecole Normale SupÃ©rieure, Philippe Meyer",Accepted,2018-12-11 04:56:00
Lucia Cordova,http://inspirehep.net/author/profile/L.Cordova.1,Ecole Normale SupÃ©rieure,Offered,2018-12-10 17:00:00
Bernardo Zan,http://inspirehep.net/author/profile/B.Zan.1,ETH-ITS,"Junior Fellowship, Offered",2018-12-07 00:26:00
Tevong You,http://inspirehep.net/author/profile/T.You.1,CERN,"Branco Weiss, 5-year, Accepted",2018-12-06 02:33:00
Lorenzo Di Pietro,http://inspirehep.net/author/profile/L.Di.Pietro.1,CERN,Offered,2018-12-05 00:47:00
Adam Levine,http://inspirehep.net/author/profile/A.R.Levine.1,UC Santa Barbara,Offered,2018-12-04 00:38:00
Dorota Grabowska,http://inspirehep.net/author/profile/D.Grabowska.1,CERN,Offered,2018-12-02 10:46:00
Jeong Han Kim,http://inspirehep.net/author/profile/Jeong.Han.Kim.1,CERN,Offered,2018-12-01 11:20:00
Miroslav Rapcak,http://inspirehep.net/author/profile/M.Rapcak.1,ETH-ITS,"Junior Fellowship, Offered",2018-11-30 00:00:00
Claudia Frugiuele,http://inspirehep.net/author/profile/C.Frugiuele.1,CERN,Accepted,2018-11-21 12:07:00
Julien Baglio,http://inspirehep.net/author/profile/J.Baglio.1,CERN,Accepted,2018-11-19 20:30:00
Bryan Ostdiek,http://inspirehep.net/author/profile/B.Ostdiek.1,Heidelberg U.,Offered,2018-11-15 21:29:00
Asher Berlin,http://inspirehep.net/author/profile/A.Berlin.1,CERN,Offered,2018-11-15 21:28:00
Eliot Hijano,http://inspirehep.net/author/profile/E.Hijano.1,CERN,Offered,2018-11-13 23:41:00
Tarek Anous,http://inspirehep.net/author/profile/T.Anous.1,CERN,Offered,2018-11-13 23:40:00
William J. Torres Bobadilla,http://inspirehep.net/author/profile/W.J.Torres.Bobadilla.1,IFIC (UV-CSIC),"Juan de la Cierva Fellowship, Offered",2018-10-29 12:17:00
Ãzer Ãzdal,O.Ozdal.1,"NCBJ, Warsaw",Accepted,2020-03-31 21:38:00
Prasanth Shyamsundar,P.Shyamsundar.1,Fermilab (Quantum Institute),Accepted,2020-03-25 10:21:00
Kaiwen Sun,Kai.Wen.Sun.1,"MPIM, Bonn and KIAS",Accepted,2020-02-21 07:38:00
Dipyaman Pramanik,Dipyaman.Pramanik.1,State U. of Campinas,Accepted,2020-02-21 07:37:00
Valentina Prilepina,V.Prilepina.1,"ITMP, Moscow State U.",Offered,2020-02-16 22:13:00
Sayid Mondal,Sayid.Mondal.1,U. of the Witwatersrand,Declined,2020-02-16 22:12:00
Dipyaman Pramanik,Dipyaman.Pramanik.1,State U. of Campinas,Offered,2020-02-16 22:11:00
Mehedi Masud,M.Masud.1,State U. of Campinas,Declined,2020-02-13 15:27:00
Marco Merchand,M.Merchand.1,Warsaw U.,Accepted,2020-02-13 12:30:00
Mehedi Masud,M.Masud.1,State U. of Campinas,Offered,2020-02-13 12:29:00
Anirban Biswas,A.Biswas.2,"TD Lee Institute, Shanghai",Accepted,2020-02-08 14:14:00
Andrea Carosso,A.Carosso.1,George Washington U.,Accepted,2020-02-08 14:13:00
Bodo Schwabe,B.Schwabe.1,"CAPA, Zaragoza U.",Accepted,2020-02-07 20:29:00
Jeff Kost,J.Kost.1,U. of Sussex,Accepted,2020-02-07 20:28:00
Basabendu Barman,B.Barman.1,"IIP, Brazil",Accepted,2020-02-06 22:10:00
Basabendu Barman,B.Barman.1,"NCBJ, Warsaw",Declined,2020-02-06 22:09:00
Tom Rudelius,T.Rudelius.1,UC Berkeley,Accepted,2020-02-03 07:50:00
Dimitris P. Skliros,D.P.Skliros.1,"TIFR, Mumbai",Accepted,2020-01-31 13:26:00
Dimitris P. Skliros,D.P.Skliros.1,"NKUA, Athens",Declined,2020-01-31 13:25:00
Jeff Kost,J.Kost.1,U. of Sussex,Offered,2020-01-31 09:42:00
Jeff Kost,J.Kost.1,U. of Warsaw,Declined,2020-01-31 09:41:00
Kara Farnsworth,K.Farnsworth.1,Case Western Reserve,Accepted,2020-01-30 23:27:00
Carlos Blanco,C.Blanco.2,Brookhaven National Lab,Declined,2020-01-29 10:06:00
Oliver Janssen,O.Janssen.1,ICTP,Accepted,2020-01-27 23:41:00
Andrea Carosso,A.Carosso.1,George Washington U.,Offered,2020-01-27 23:40:00
Kara Farnsworth,K.Farnsworth.1,Case Western Reserve,Offered,2020-01-24 19:37:00
Mudit Jain,M.Jain.3,Rice U.,Offered,2020-01-24 16:01:00
Brian McPeak,B.Mcpeak.2,U. of Pisa,Accepted,2020-01-23 21:00:00
Amlan Chakraborty,A.Chakraborty.8,Michigan State U.,Accepted,2020-01-23 16:21:00
Patrick Stengel,P.Stengel.1,TRIUMF,Declined,2020-01-23 10:09:00
Patrick Stengel,P.Stengel.1,SISSA (IFPU),Accepted,2020-01-23 10:08:00
Marco Merchand,M.Merchand.1,Warsaw U.,Offered,2020-01-22 23:10:00
Siddhartha Karmakar,S.Karmakar.6,"USTC, Hefei",Offered,2020-01-22 08:43:00
Brandon Melcher,B.Melcher.1,Northeastern U.,Accepted,2020-01-22 01:00:00
Ivan Esteban,Ivan.Esteban.1,Ohio State U.,"CCAPP Fellowship, Accepted",2020-01-21 09:37:00
Avik Banerjee,A.Banerjee.6,Chalmers U. of Technology,Accepted,2020-01-20 20:02:00
Hao-Yu Sun,Hao.Yu.Sun.1,UT Austin (UQM),Accepted,2020-01-19 11:16:00
Kaloian Lozanov,K.D.Lozanov.1,UI Urbana-Champaign,Accepted,2020-01-19 11:15:00
Hao-Yu Sun,Hao.Yu.Sun.1,"KITS, UCAS",Declined,2020-01-18 11:53:00
